time,RSI
2016-04-28,44.2649
2016-04-27,50.6878
2016-04-26,51.6355
2016-04-25,48.5411
2016-04-22,52.4236
2016-04-21,56.1516
2016-04-20,54.3140
2016-04-18,52.2661
2016-04-13,49.5362
2016-04-12,44.4883
2016-04-11,42.1714
2016-04-08,42.0328
2016-04-07,40.5899
2016-04-06,45.3578
2016-04-05,45.7707
2016-04-04,45.9002
2016-04-01,47.1500
2016-03-31,46.0178
2016-03-30,47.6336
2016-03-29,49.6457
2016-03-28,52.2697
2016-03-23,56.0071
2016-03-22,56.6645
2016-03-21,54.5337
2016-03-18,50.6550
2016-03-17,47.5266
2016-03-16,50.2674
2016-03-15,48.1978
2016-03-14,56.0410
2016-03-11,56.6042
2016-03-10,55.6395
2016-03-09,52.0944
2016-03-08,55.0009
2016-03-04,52.0258
2016-03-03,51.1695
2016-03-02,46.8770
2016-03-01,40.1324
2016-02-29,38.4351
2016-02-26,36.8161
2016-02-25,33.7220
2016-02-24,28.8197
2016-02-23,32.1786
2016-02-22,33.1231
2016-02-19,33.4317
2016-02-18,34.6191
2016-02-17,35.4750
2016-02-16,35.5252
2016-02-15,36.0091
2016-02-12,36.3087
2016-02-11,33.0510
2016-02-10,38.9380
2016-02-09,45.7527
2016-02-08,46.1003
2016-02-05,50.1766
2016-02-04,47.4198
2016-02-03,45.4959
2016-02-02,48.5306
2016-02-01,48.9335
2016-01-29,48.5751
2016-01-28,42.6602
2016-01-27,45.9935
2016-01-25,47.1421
2016-01-22,43.7542
2016-01-21,38.3359
2016-01-20,38.4559
2016-01-19,41.1167
2016-01-18,36.6281
2016-01-15,38.8806
2016-01-14,40.5466
2016-01-13,41.8048
2016-01-12,38.7735
2016-01-11,40.0832
2016-01-08,42.0242
2016-01-07,42.7508
2016-01-06,47.6230
2016-01-05,47.7403
2016-01-04,49.0193
2016-01-01,57.2493
2015-12-31,58.4677
2015-12-30,53.2667
2015-12-29,53.3853
2015-12-28,51.8195
2015-12-24,52.7457
2015-12-23,54.1802
2015-12-22,52.2754
2015-12-21,53.2040
2015-12-18,52.2101
2015-12-17,55.3306
2015-12-16,51.6603
2015-12-15,49.5262
2015-12-14,46.0253
2015-12-11,43.4602
2015-12-10,44.4678
2015-12-09,39.0804
2015-12-08,41.5132
2015-12-07,43.7471
2015-12-04,40.8260
2015-12-03,45.4633
2015-12-02,47.2446
2015-12-01,49.8302
2015-11-30,48.2912
2015-11-27,50.6416
2015-11-26,49.2594
2015-11-24,48.5754
2015-11-23,43.8646
2015-11-20,45.4779
2015-11-19,46.8653
2015-11-18,40.2508
2015-11-17,43.4750
2015-11-16,38.6107
2015-11-13,38.5287
2015-11-10,37.6127
2015-11-09,39.8926
2015-11-06,42.1256
2015-11-05,42.4708
2015-11-04,44.2295
2015-11-03,44.3632
2015-11-02,44.5265
2015-10-30,49.8744
2015-10-29,51.0391
2015-10-28,51.3380
2015-10-27,52.7742
2015-10-26,59.3441
2015-10-23,65.0587
2015-10-21,61.9441
2015-10-20,61.5345
2015-10-19,61.9063
2015-10-16,61.6205
2015-10-15,59.4533
2015-10-14,59.0876
2015-10-13,57.4022
2015-10-12,56.7731
2015-10-09,59.8032
2015-10-08,58.3440
2015-10-07,58.1757
2015-10-06,56.5923
2015-10-05,55.9136
2015-10-01,48.8441
2015-09-30,50.7514
2015-09-29,50.7918
2015-09-28,45.1853
2015-09-24,46.1385
2015-09-23,44.1227
2015-09-22,44.2468
2015-09-21,48.8881
2015-09-18,49.3281
2015-09-16,47.5271
2015-09-15,45.0371
2015-09-14,45.7593
2015-09-11,44.5104
2015-09-10,43.2044
2015-09-09,45.4240
2015-09-08,43.5801
2015-09-07,40.7795
2015-09-04,39.8359
2015-09-03,42.4498
2015-09-02,36.3160
2015-09-01,39.1011
